state,date,total_case,daily_cases
Texas,5/20/21,2938261,1647
Texas,5/21/21,2939697,1436
Texas,5/22/21,2940679,982
Texas,5/23/21,2941389,710
Texas,5/24/21,2944265,2876
Texas,5/25/21,2946793,2528
Texas,5/26/21,2948986,2193
Texas,5/27/21,2950587,1601
Texas,5/28/21,2952311,1724
Texas,5/29/21,2952861,550
Texas,5/30/21,2953235,374
Texas,5/31/21,2953409,174
Texas,6/1/21,2954084,675
Texas,6/2/21,2956576,2492
Texas,6/3/21,2959171,2595
Texas,6/4/21,2961257,2086
Texas,6/5/21,2962395,1138
Texas,6/6/21,2962934,539
Texas,6/7/21,2964109,1175
Texas,6/8/21,2966038,1929
Texas,6/9/21,2972976,6938
Texas,6/10/21,2974886,1910
Texas,6/11/21,2976183,1297
Texas,6/12/21,2976974,791
Texas,6/13/21,2977373,399
Texas,6/14/21,2978351,978
Texas,6/15/21,2979689,1338
Texas,6/16/21,2981826,2137
Texas,6/17/21,2982619,793
Texas,6/18/21,2983636,1017
Texas,6/19/21,2985388,1752
Texas,6/20/21,2985659,271
Texas,6/21/21,2986414,755
Texas,6/22/21,2988388,1974
Texas,6/23/21,2989604,1216
Texas,6/24/21,2991189,1585
Texas,6/25/21,2992812,1623
Texas,6/26/21,2994213,1401
Texas,6/27/21,2994389,176
Texas,6/28/21,2995223,834
Texas,6/29/21,2997318,2095
Texas,6/30/21,3000069,2751
Texas,7/1/21,3001682,1613
Texas,7/2/21,3003278,1596
Texas,7/3/21,3004465,1187
Texas,7/4/21,3004684,219
Texas,7/5/21,3005221,537
Texas,7/6/21,3006541,1320
Texas,7/7/21,3010929,4388
Texas,7/8/21,3013216,2287
Texas,7/9/21,3015520,2304
Texas,7/10/21,3016891,1371
Texas,7/11/21,3017321,430
Texas,7/12/21,3020886,3565
Texas,7/13/21,3024610,3724
Texas,7/14/21,3029676,5066
Texas,7/15/21,3032699,3023
Texas,7/16/21,3037130,4431
Texas,7/17/21,3039664,2534
Texas,7/18/21,3041410,1746
Texas,7/19/21,3044072,2662
Texas,7/20/21,3049688,5616
Texas,7/21/21,3057874,8186
Texas,7/22/21,3064743,6869
Texas,7/23/21,3070903,6160
Texas,7/24/21,3076115,5212
Texas,7/25/21,3077513,1398
Texas,7/26/21,3083368,5855
Utah,1/22/20,0,0
Utah,1/23/20,0,0
Utah,1/24/20,0,0
Utah,1/25/20,0,0
Utah,1/26/20,0,0
Utah,1/27/20,0,0
Utah,1/28/20,0,0
Utah,1/29/20,0,0
Utah,1/30/20,0,0
Utah,1/31/20,0,0
Utah,2/1/20,0,0
Utah,2/2/20,0,0
Utah,2/3/20,0,0
Utah,2/4/20,0,0
Utah,2/5/20,0,0
Utah,2/6/20,0,0
Utah,2/7/20,0,0
Utah,2/8/20,0,0
Utah,2/9/20,0,0
Utah,2/10/20,0,0
Utah,2/11/20,0,0
Utah,2/12/20,0,0
Utah,2/13/20,0,0
Utah,2/14/20,0,0
Utah,2/15/20,0,0
Utah,2/16/20,0,0
Utah,2/17/20,0,0
Utah,2/18/20,0,0
Utah,2/19/20,0,0
Utah,2/20/20,0,0
Utah,2/21/20,0,0
Utah,2/22/20,0,0
Utah,2/23/20,0,0
Utah,2/24/20,0,0
Utah,2/25/20,0,0
Utah,2/26/20,0,0
Utah,2/27/20,0,0
Utah,2/28/20,0,0
Utah,2/29/20,0,0
Utah,3/1/20,0,0
Utah,3/2/20,0,0
Utah,3/3/20,0,0
Utah,3/4/20,0,0
Utah,3/5/20,0,0
Utah,3/6/20,0,0
Utah,3/7/20,1,1
Utah,3/8/20,1,0
Utah,3/9/20,1,0
Utah,3/10/20,2,1
Utah,3/11/20,3,1
Utah,3/12/20,3,0
Utah,3/13/20,9,6
Utah,3/14/20,10,1
Utah,3/15/20,18,8
Utah,3/16/20,28,10
Utah,3/17/20,39,11
Utah,3/18/20,47,8
Utah,3/19/20,62,15
Utah,3/20/20,95,33
Utah,3/21/20,118,23
Utah,3/22/20,162,44
Utah,3/23/20,257,95
Utah,3/24/20,298,41
Utah,3/25/20,340,42
Utah,3/26/20,396,56
Utah,3/27/20,472,76
Utah,3/28/20,602,130
Utah,3/29/20,720,118
Utah,3/30/20,798,78
Utah,3/31/20,888,90
Utah,4/1/20,888,0
Utah,4/2/20,1086,198
Utah,4/3/20,1248,162
Utah,4/4/20,1428,180
Utah,4/5/20,1601,173
Utah,4/6/20,1678,77
Utah,4/7/20,1739,61
Utah,4/8/20,1848,109
Utah,4/9/20,1856,8
Utah,4/10/20,2103,247
Utah,4/11/20,2207,104
Utah,4/12/20,2303,96
Utah,4/13/20,2363,60
Utah,4/14/20,2417,54
Utah,4/15/20,2548,131
Utah,4/16/20,2683,135
Utah,4/17/20,2793,110
Utah,4/18/20,2917,124
Utah,4/19/20,3069,152
Utah,4/20/20,3213,144
Utah,4/21/20,3297,84
Utah,4/22/20,3445,148
Utah,4/23/20,3612,167
Utah,4/24/20,3782,170
Utah,4/25/20,3948,166
Utah,4/26/20,4123,175
Utah,4/27/20,4236,113
Utah,4/28/20,4345,109
Utah,4/29/20,4497,152
Utah,4/30/20,4672,175
Utah,5/1/20,4828,156
Utah,5/2/20,4985,157
Utah,5/3/20,5175,190
Utah,5/4/20,5317,142
Utah,5/5/20,5449,132
Utah,5/6/20,5595,146
Utah,5/7/20,5724,129
Utah,5/8/20,5919,195
Utah,5/9/20,6103,184
Utah,5/10/20,6251,148
Utah,5/11/20,6362,111
Utah,5/12/20,6432,70
Utah,5/13/20,6620,188
Utah,5/14/20,6749,129
Utah,5/15/20,6913,164
Utah,5/16/20,7068,155
Utah,5/17/20,7238,170
Utah,5/18/20,7384,146
Utah,5/19/20,7518,134
Utah,5/20/20,7710,192
Utah,5/21/20,7874,164
Utah,5/22/20,8057,183
Utah,5/23/20,8260,203
Utah,5/24/20,8392,132
Utah,5/25/20,8521,129
Utah,5/26/20,8620,99
Utah,5/27/20,8706,86
Utah,5/28/20,8921,215
Utah,5/29/20,9264,343
Utah,5/30/20,9533,269
Utah,5/31/20,9797,264
Utah,6/1/20,9999,202
Utah,6/2/20,10202,203
Utah,6/3/20,10497,295
Utah,6/4/20,10813,316
Utah,6/5/20,11252,439
Utah,6/6/20,11798,546
Utah,6/7/20,12066,268
Utah,6/8/20,12322,256
Utah,6/9/20,12559,237
Utah,6/10/20,12864,305
Utah,6/11/20,13252,388
Utah,6/12/20,13577,325
Utah,6/13/20,13981,404
Utah,6/14/20,14313,332
Utah,6/15/20,14608,295
Utah,6/16/20,14937,329
Utah,6/17/20,15344,407
Utah,6/18/20,15839,495
Utah,6/19/20,16425,586
Utah,6/20/20,17068,643
Utah,6/21/20,17462,394
Utah,6/22/20,17906,444
Utah,6/23/20,18300,394
Utah,6/24/20,18784,484
Utah,6/25/20,19374,590
Utah,6/26/20,20050,676
Utah,6/27/20,20628,578
Utah,6/28/20,21100,472
Utah,6/29/20,21664,564
Utah,6/30/20,22217,553
Utah,7/1/20,22716,499
Utah,7/2/20,23270,554
Utah,7/3/20,23866,596
Utah,7/4/20,24542,676
Utah,7/5/20,24952,410
Utah,7/6/20,25469,517
Utah,7/7/20,26033,564
Utah,7/8/20,26755,722
Utah,7/9/20,27356,601
Utah,7/10/20,28223,867
Utah,7/11/20,28855,632
Utah,7/12/20,29484,629
Utah,7/13/20,30030,546
Utah,7/14/20,30478,448
Utah,7/15/20,30891,413
Utah,7/16/20,31845,954
Utah,7/17/20,32572,727
Utah,7/18/20,33332,760
Utah,7/19/20,34117,785
Utah,7/20/20,34526,409
Utah,7/21/20,35012,486
Utah,7/22/20,35578,566
Utah,7/23/20,36099,521
Utah,7/24/20,36962,863
Utah,7/25/20,37623,661
Utah,7/26/20,37973,350
Utah,7/27/20,38409,436
Utah,7/28/20,38855,446
Utah,7/29/20,39194,339
Utah,7/30/20,39696,502
Utah,7/31/20,40196,500
Utah,8/1/20,40702,506
Utah,8/2/20,41175,473
Utah,8/3/20,41529,354
Utah,8/4/20,41907,378
Utah,8/5/20,42328,421
Utah,8/6/20,42915,587
Utah,8/7/20,43375,460
Utah,8/8/20,43751,376
Utah,8/9/20,44127,376
Utah,8/10/20,44390,263
Utah,8/11/20,44752,362
Utah,8/12/20,45090,338
Utah,8/13/20,45424,334
Utah,8/14/20,45976,552
Utah,8/15/20,46321,345
Utah,8/16/20,46652,331
Utah,8/17/20,46894,242
Utah,8/18/20,47157,263
Utah,8/19/20,47521,364
Utah,8/20/20,47982,461
Utah,8/21/20,48445,463
Utah,8/22/20,48814,369
Utah,8/23/20,49115,301
Utah,8/24/20,49364,249
Utah,8/25/20,49767,403
Utah,8/26/20,50174,407
Utah,8/27/20,50557,383
Utah,8/28/20,50948,391
Utah,8/29/20,51406,458
Utah,8/30/20,51854,448
Utah,8/31/20,52107,253
Utah,9/1/20,52403,296
Utah,9/2/20,52822,419
Utah,9/3/20,53326,504
Utah,9/4/20,53839,513
Utah,9/5/20,54272,433
Utah,9/6/20,54660,388
Utah,9/7/20,55033,373
Utah,9/8/20,55359,326
Utah,9/9/20,55673,314
Utah,9/10/20,56019,346
Utah,9/11/20,56675,656
Utah,9/12/20,57247,572
Utah,9/13/20,57875,628
Utah,9/14/20,58438,563
Utah,9/15/20,59000,562
Utah,9/16/20,59747,747
Utah,9/17/20,60658,911
Utah,9/18/20,61775,1117
Utah,9/19/20,62852,1077
Utah,9/20/20,63772,920
Utah,9/21/20,64394,622
Utah,9/22/20,65044,650
Utah,9/23/20,65921,877
Utah,9/24/20,67119,1198
Utah,9/25/20,68530,1411
Utah,9/26/20,69547,1017
Utah,9/27/20,70615,1068
Utah,9/28/20,71442,827
Utah,9/29/20,72136,694
Utah,9/30/20,73042,906
Utah,10/1/20,74050,1008
Utah,10/2/20,75157,1107
Utah,10/3/20,76225,1068
Utah,10/4/20,77618,1393
Utah,10/5/20,78723,1105
Utah,10/6/20,79439,716
Utah,10/7/20,80446,1007
Utah,10/8/20,81947,1501
Utah,10/9/20,83290,1343
Utah,10/10/20,84644,1354
Utah,10/11/20,85844,1200
Utah,10/12/20,86832,988
Utah,10/13/20,87819,987
Utah,10/14/20,88963,1144
Utah,10/15/20,90461,1498
Utah,10/16/20,91957,1496
Utah,10/17/20,93297,1340
Utah,10/18/20,94394,1097
Utah,10/19/20,95562,1168
Utah,10/20/20,96643,1081
Utah,10/21/20,98006,1363
Utah,10/22/20,99549,1543
Utah,10/23/20,101509,1960
Utah,10/24/20,103117,1608
Utah,10/25/20,104882,1765
Utah,10/26/20,106083,1201
Utah,10/27/20,107228,1145
Utah,10/28/20,108803,1575
Utah,10/29/20,110640,1837
Utah,10/30/20,112932,2292
Utah,10/31/20,114656,1724
Utah,11/1/20,116510,1854
Utah,11/2/20,117706,1196
Utah,11/3/20,119375,1669
Utah,11/4/20,121485,2110
Utah,11/5/20,124292,2807
Utah,11/6/20,127279,2987
Utah,11/7/20,130235,2956
Utah,11/8/20,132621,2386
Utah,11/9/20,134868,2247
Utah,11/10/20,137385,2517
Utah,11/11/20,139720,2335
Utah,11/12/20,143639,3919
Utah,11/13/20,145789,2150
Utah,11/14/20,151141,5352
Utah,11/15/20,153808,2667
Utah,11/16/20,155779,1971
Utah,11/17/20,158957,3178
Utah,11/18/20,162028,3071
Utah,11/19/20,165996,3968
Utah,11/20/20,170584,4588
Utah,11/21/20,173979,3395
Utah,11/22/20,177176,3197
Utah,11/23/20,179420,2244
Utah,11/24/20,182121,2701
Utah,11/25/20,183902,1781
Utah,11/26/20,183902,0
Utah,11/27/20,190044,6142
Utah,11/28/20,192087,2043
Utah,11/29/20,193809,1722
Utah,11/30/20,195706,1897
Utah,12/1/20,198216,2510
Utah,12/2/20,202220,4004
Utah,12/3/20,206165,3945
Utah,12/4/20,209170,3005
Utah,12/5/20,212844,3674
Utah,12/6/20,215407,2563
Utah,12/7/20,217638,2231
Utah,12/8/20,219971,2333
Utah,12/9/20,222545,2574
Utah,12/10/20,225946,3401
Utah,12/11/20,228129,2183
Utah,12/12/20,231821,3692
Utah,12/13/20,233904,2083
Utah,12/14/20,235872,1968
Utah,12/15/20,237787,1915
Utah,12/16/20,240715,2928
Utah,12/17/20,243918,3203
Utah,12/18/20,246562,2644
Utah,12/19/20,248970,2408
Utah,12/20/20,250964,1994
Utah,12/21/20,252783,1819
Utah,12/22/20,255085,2302
Utah,12/23/20,257697,2612
Utah,12/24/20,260589,2892
Utah,12/25/20,260589,0
Utah,12/26/20,264078,3489
Utah,12/27/20,264874,796
Utah,12/28/20,266590,1716
Utah,12/29/20,269326,2736
Utah,12/30/20,271940,2614
Utah,12/31/20,276612,4672
Utah,1/1/21,276612,0
Utah,1/2/21,281654,5042
Utah,1/3/21,283473,1819
Utah,1/4/21,285633,2160
Utah,1/5/21,288951,3318
Utah,1/6/21,292720,3769
Utah,1/7/21,297317,4597
Utah,1/8/21,301110,3793
Utah,1/9/21,303723,2613
Utah,1/10/21,305999,2276
Utah,1/11/21,307483,1484
Utah,1/12/21,309629,2146
Utah,1/13/21,314817,5188
Utah,1/14/21,317559,2742
Utah,1/15/21,320102,2543
Utah,1/16/21,322252,2150
Utah,1/17/21,323837,1585
Utah,1/18/21,324919,1082
Utah,1/19/21,326221,1302
Utah,1/20/21,328380,2159
Utah,1/21/21,330469,2089
Utah,1/22/21,333118,2649
Utah,1/23/21,334889,1771
Utah,1/24/21,336405,1516
Utah,1/25/21,337264,859
Utah,1/26/21,338675,1411
Utah,1/27/21,340684,2009
Utah,1/28/21,342445,1761
Utah,1/29/21,343962,1517
Utah,1/30/21,345430,1468
Utah,1/31/21,346624,1194
Utah,2/1/21,347208,584
Utah,2/2/21,348409,1201
Utah,2/3/21,350000,1591
Utah,2/4/21,351273,1273
Utah,2/5/21,352489,1216
Utah,2/6/21,353700,1211
Utah,2/7/21,354608,908
Utah,2/8/21,355122,514
Utah,2/9/21,356040,918
Utah,2/10/21,357339,1299
Utah,2/11/21,358581,1242
Utah,2/12/21,359641,1060
Utah,2/13/21,360584,943
Utah,2/14/21,361294,710
Utah,2/15/21,361756,462
Utah,2/16/21,362347,591
Utah,2/17/21,363248,901
Utah,2/18/21,364399,1151
Utah,2/19/21,365256,857
Utah,2/20/21,366034,778
Utah,2/21/21,366735,701
Utah,2/22/21,367073,338
Utah,2/23/21,367789,716
Utah,2/24/21,368601,812
Utah,2/25/21,369433,832
Utah,2/26/21,370084,651
Utah,2/27/21,370770,686
Utah,2/28/21,371235,465
Utah,3/1/21,371492,257
Utah,3/2/21,371979,487
Utah,3/3/21,372708,729
Utah,3/4/21,373319,611
Utah,3/5/21,373868,549
Utah,3/6/21,374438,570
Utah,3/7/21,374850,412
Utah,3/8/21,375110,260
Utah,3/9/21,375669,559
Utah,3/10/21,376327,658
Utah,3/11/21,376973,646
Utah,3/12/21,377492,519
Utah,3/13/21,377983,491
Utah,3/14/21,378379,396
Utah,3/15/21,378600,221
Utah,3/16/21,379081,481
Utah,3/17/21,379780,699
Utah,3/18/21,380340,560
Utah,3/19/21,380787,447
Utah,3/20/21,381254,467
Utah,3/21/21,381629,375
Utah,3/22/21,381788,159
Utah,3/23/21,382171,383
Utah,3/24/21,382733,562
Utah,3/25/21,383260,527
Utah,3/26/21,383713,453
Utah,3/27/21,384173,460
Utah,3/28/21,384562,389
Utah,3/29/21,384756,194
Utah,3/30/21,385127,371
Utah,3/31/21,385641,514
Utah,4/1/21,386128,487
Utah,4/2/21,386550,422
Utah,4/3/21,386997,447
Utah,4/4/21,387341,344
Utah,4/5/21,387514,173
Utah,4/6/21,387814,300
Utah,4/7/21,388426,612
Utah,4/8/21,388909,483
Utah,4/9/21,389353,444
Utah,4/10/21,389760,407
Utah,4/11/21,390104,344
Utah,4/12/21,390289,185
Utah,4/13/21,390647,358
Utah,4/14/21,391177,530
Utah,4/15/21,391633,456
Utah,4/16/21,392096,463
Utah,4/17/21,392509,413
Utah,4/18/21,392757,248
Utah,4/19/21,392957,200
Utah,4/20/21,393272,315
Utah,4/21/21,393862,590
Utah,4/22/21,394334,472
Utah,4/23/21,394678,344
Utah,4/24/21,395150,472
Utah,4/25/21,395431,281
Utah,4/26/21,395677,246
Utah,4/27/21,396004,327
Utah,4/28/21,396522,518
Utah,4/29/21,396985,463
Utah,4/30/21,397323,338
Utah,5/1/21,397733,410
Utah,5/2/21,398012,279
Utah,5/3/21,398240,228
Utah,5/4/21,398499,259
Utah,5/5/21,398979,480
Utah,5/6/21,399374,395
Utah,5/7/21,399760,386
Utah,5/8/21,400120,360
Utah,5/9/21,400352,232
Utah,5/10/21,400559,207
Utah,5/11/21,400783,224
Utah,5/12/21,401251,468
Utah,5/13/21,401669,418
Utah,5/14/21,402005,336
Utah,5/15/21,402325,320
Utah,5/16/21,402567,242
Utah,5/17/21,402731,164
Utah,5/18/21,402988,257
Utah,5/19/21,403418,430
Utah,5/20/21,403684,266
Utah,5/21/21,403984,300
Utah,5/22/21,404246,262
Utah,5/23/21,404477,231
Utah,5/24/21,404625,148
Utah,5/25/21,404810,185
Utah,5/26/21,405078,268
Utah,5/27/21,405387,309
Utah,5/28/21,405659,272
Utah,5/29/21,405851,192
Utah,5/30/21,406027,176
Utah,5/31/21,406170,143
Utah,6/1/21,406282,112
Utah,6/2/21,406482,200
Utah,6/3/21,406825,343
Utah,6/4/21,407113,288
Utah,6/5/21,407419,306
Utah,6/6/21,407642,223
Utah,6/7/21,407816,174
Utah,6/8/21,408068,252
Utah,6/9/21,408428,360
Utah,6/10/21,408741,313
Utah,6/11/21,409007,266
Utah,6/12/21,409364,357
Utah,6/13/21,409558,194
Utah,6/14/21,409727,169
Utah,6/15/21,409964,237
Utah,6/16/21,410377,413
Utah,6/17/21,410746,369
Utah,6/18/21,411071,325
Utah,6/19/21,411361,290
Utah,6/20/21,411610,249
Utah,6/21/21,411770,160
Utah,6/22/21,412019,249
Utah,6/23/21,412546,527
Utah,6/24/21,413008,462
Utah,6/25/21,413317,309
Utah,6/26/21,413668,351
Utah,6/27/21,413950,282
Utah,6/28/21,414204,254
Utah,6/29/21,414565,361
Utah,6/30/21,415139,574
Utah,7/1/21,415679,540
Utah,7/2/21,416110,431
Utah,7/3/21,416110,0
Utah,7/4/21,416110,0
Utah,7/5/21,416110,0
Utah,7/6/21,417259,1149
Utah,7/7/21,417653,394
Utah,7/8/21,418321,668
Utah,7/9/21,418976,655
Utah,7/10/21,418976,0
Utah,7/11/21,418976,0
Utah,7/12/21,420214,1238
Utah,7/13/21,420685,471
Utah,7/14/21,421257,572
Utah,7/15/21,421950,693
Utah,7/16/21,422619,669
Utah,7/17/21,422619,0
Utah,7/18/21,422619,0
Utah,7/19/21,424171,1552
Utah,7/20/21,424730,559
Utah,7/21/21,425603,873
Utah,7/22/21,426418,815
Utah,7/23/21,426418,0
Utah,7/24/21,426418,0
Utah,7/25/21,426418,0
Utah,7/26/21,428687,2269
Vermont,1/22/20,0,0
Vermont,1/23/20,0,0
Vermont,1/24/20,0,0
Vermont,1/25/20,0,0
Vermont,1/26/20,0,0
Vermont,1/27/20,0,0
Vermont,1/28/20,0,0
Vermont,1/29/20,0,0
Vermont,1/30/20,0,0
Vermont,1/31/20,0,0
Vermont,2/1/20,0,0
Vermont,2/2/20,0,0
Vermont,2/3/20,0,0
Vermont,2/4/20,0,0
Vermont,2/5/20,0,0
Vermont,2/6/20,0,0
Vermont,2/7/20,0,0
Vermont,2/8/20,0,0
Vermont,2/9/20,0,0
Vermont,2/10/20,0,0
Vermont,2/11/20,0,0
Vermont,2/12/20,0,0
Vermont,2/13/20,0,0
Vermont,2/14/20,0,0
Vermont,2/15/20,0,0
Vermont,2/16/20,0,0
Vermont,2/17/20,0,0
Vermont,2/18/20,0,0
Vermont,2/19/20,0,0
Vermont,2/20/20,0,0
Vermont,2/21/20,0,0
Vermont,2/22/20,0,0
Vermont,2/23/20,0,0
Vermont,2/24/20,0,0
Vermont,2/25/20,0,0
Vermont,2/26/20,0,0
Vermont,2/27/20,0,0
Vermont,2/28/20,0,0
Vermont,2/29/20,0,0
Vermont,3/1/20,0,0
Vermont,3/2/20,0,0
Vermont,3/3/20,0,0
Vermont,3/4/20,0,0
Vermont,3/5/20,0,0
Vermont,3/6/20,0,0
Vermont,3/7/20,0,0
Vermont,3/8/20,1,1
Vermont,3/9/20,1,0
Vermont,3/10/20,1,0
Vermont,3/11/20,1,0
Vermont,3/12/20,2,1
Vermont,3/13/20,2,0
Vermont,3/14/20,5,3
Vermont,3/15/20,5,0
Vermont,3/16/20,12,7
Vermont,3/17/20,12,0
Vermont,3/18/20,13,1
Vermont,3/19/20,22,9
Vermont,3/20/20,29,7
Vermont,3/21/20,49,20
Vermont,3/22/20,52,3
Vermont,3/23/20,75,23
Vermont,3/24/20,95,20
Vermont,3/25/20,125,30
Vermont,3/26/20,158,33
Vermont,3/27/20,184,26
Vermont,3/28/20,211,27
Vermont,3/29/20,235,24
Vermont,3/30/20,256,21
Vermont,3/31/20,293,37
Vermont,4/1/20,321,28
Vermont,4/2/20,338,17
Vermont,4/3/20,389,51
Vermont,4/4/20,461,72
Vermont,4/5/20,512,51
Vermont,4/6/20,543,31
Vermont,4/7/20,575,32
Vermont,4/8/20,605,30
Vermont,4/9/20,628,23
Vermont,4/10/20,679,51
Vermont,4/11/20,711,32
Vermont,4/12/20,727,16
Vermont,4/13/20,748,21
Vermont,4/14/20,752,4
Vermont,4/15/20,759,7
Vermont,4/16/20,774,15
Vermont,4/17/20,779,5
Vermont,4/18/20,803,24
Vermont,4/19/20,813,10
Vermont,4/20/20,816,3
Vermont,4/21/20,818,2
Vermont,4/22/20,823,5
Vermont,4/23/20,825,2
Vermont,4/24/20,827,2
Vermont,4/25/20,843,16
Vermont,4/26/20,851,8
Vermont,4/27/20,855,4
Vermont,4/28/20,862,7
Vermont,4/29/20,862,0
Vermont,4/30/20,866,4
Vermont,5/1/20,879,13
Vermont,5/2/20,886,7
Vermont,5/3/20,897,11
Vermont,5/4/20,902,5
Vermont,5/5/20,907,5
Vermont,5/6/20,908,1
Vermont,5/7/20,916,8
Vermont,5/8/20,919,3
Vermont,5/9/20,921,2
Vermont,5/10/20,927,6
Vermont,5/11/20,926,-1
Vermont,5/12/20,927,1
Vermont,5/13/20,929,2
Vermont,5/14/20,932,3
Vermont,5/15/20,933,1
Vermont,5/16/20,934,1
Vermont,5/17/20,940,6
Vermont,5/18/20,940,0
Vermont,5/19/20,944,4
Vermont,5/20/20,944,0
Vermont,5/21/20,950,6
Vermont,5/22/20,952,2
Vermont,5/23/20,954,2
Vermont,5/24/20,956,2
Vermont,5/25/20,962,6
Vermont,5/26/20,967,5
Vermont,5/27/20,971,4
Vermont,5/28/20,974,3
Vermont,5/29/20,975,1
Vermont,5/30/20,977,2
Vermont,5/31/20,981,4
Vermont,6/1/20,983,2
Vermont,6/2/20,988,5
Vermont,6/3/20,990,2
Vermont,6/4/20,1026,36
Vermont,6/5/20,1027,1
Vermont,6/6/20,1046,19
Vermont,6/7/20,1063,17
Vermont,6/8/20,1075,12
Vermont,6/9/20,1084,9
Vermont,6/10/20,1095,11
Vermont,6/11/20,1110,15
Vermont,6/12/20,1119,9
Vermont,6/13/20,1125,6
Vermont,6/14/20,1127,2
Vermont,6/15/20,1128,1
Vermont,6/16/20,1131,3
Vermont,6/17/20,1130,-1
Vermont,6/18/20,1135,5
Vermont,6/19/20,1144,9
Vermont,6/20/20,1147,3
Vermont,6/21/20,1159,12
Vermont,6/22/20,1163,4
Vermont,6/23/20,1164,1
Vermont,6/24/20,1184,20
Vermont,6/25/20,1191,7
Vermont,6/26/20,1198,7
Vermont,6/27/20,1200,2
Vermont,6/28/20,1202,2
Vermont,6/29/20,1208,6
Vermont,6/30/20,1208,0
Vermont,7/1/20,1210,2
Vermont,7/2/20,1227,17
Vermont,7/3/20,1236,9
Vermont,7/4/20,1238,2
Vermont,7/5/20,1249,11
Vermont,7/6/20,1251,2
Vermont,7/7/20,1254,3
Vermont,7/8/20,1256,2
Vermont,7/9/20,1272,16
Vermont,7/10/20,1277,5
Vermont,7/11/20,1283,6
Vermont,7/12/20,1296,13
Vermont,7/13/20,1301,5
Vermont,7/14/20,1305,4
Vermont,7/15/20,1318,13
Vermont,7/16/20,1325,7
Vermont,7/17/20,1334,9
Vermont,7/18/20,1338,4
Vermont,7/19/20,1350,12
Vermont,7/20/20,1360,10
Vermont,7/21/20,1366,6
Vermont,7/22/20,1366,0
Vermont,7/23/20,1377,11
Vermont,7/24/20,1385,8
Vermont,7/25/20,1396,11
Vermont,7/26/20,1400,4
Vermont,7/27/20,1402,2
Vermont,7/28/20,1405,3
Vermont,7/29/20,1406,1
Vermont,7/30/20,1407,1
Vermont,7/31/20,1414,7
Vermont,8/1/20,1421,7
Vermont,8/2/20,1426,5
Vermont,8/3/20,1427,1
Vermont,8/4/20,1431,4
Vermont,8/5/20,1436,5
Vermont,8/6/20,1445,9
Vermont,8/7/20,1448,3
Vermont,8/8/20,1454,6
Vermont,8/9/20,1459,5
Vermont,8/10/20,1462,3
Vermont,8/11/20,1472,10
Vermont,8/12/20,1478,6
Vermont,8/13/20,1484,6
Vermont,8/14/20,1501,17
Vermont,8/15/20,1509,8
Vermont,8/16/20,1515,6
Vermont,8/17/20,1527,12
Vermont,8/18/20,1530,3
Vermont,8/19/20,1533,3
Vermont,8/20/20,1537,4
Vermont,8/21/20,1541,4
Vermont,8/22/20,1553,12
Vermont,8/23/20,1557,4
Vermont,8/24/20,1566,9
Vermont,8/25/20,1572,6
Vermont,8/26/20,1577,5
Vermont,8/27/20,1586,9
Vermont,8/28/20,1589,3
Vermont,8/29/20,1605,16
Vermont,8/30/20,1616,11
Vermont,8/31/20,1624,8
Vermont,9/1/20,1635,11
Vermont,9/2/20,1637,2
Vermont,9/3/20,1637,0
Vermont,9/4/20,1642,5
Vermont,9/5/20,1647,5
Vermont,9/6/20,1648,1
Vermont,9/7/20,1651,3
Vermont,9/8/20,1654,3
Vermont,9/9/20,1656,2
Vermont,9/10/20,1661,5
Vermont,9/11/20,1668,7
Vermont,9/12/20,1677,9
Vermont,9/13/20,1684,7
Vermont,9/14/20,1696,12
Vermont,9/15/20,1702,6
Vermont,9/16/20,1702,0
Vermont,9/17/20,1705,3
Vermont,9/18/20,1706,1
Vermont,9/19/20,1710,4
Vermont,9/20/20,1715,5
Vermont,9/21/20,1719,4
Vermont,9/22/20,1721,2
Vermont,9/23/20,1722,1
Vermont,9/24/20,1724,2
Vermont,9/25/20,1731,7
Vermont,9/26/20,1739,8
Vermont,9/27/20,1742,3
Vermont,9/28/20,1745,3
Vermont,9/29/20,1749,4
Vermont,9/30/20,1752,3
Vermont,10/1/20,1755,3
Vermont,10/2/20,1768,13
Vermont,10/3/20,1778,10
Vermont,10/4/20,1785,7
Vermont,10/5/20,1817,32
Vermont,10/6/20,1821,4
Vermont,10/7/20,1827,6
Vermont,10/8/20,1838,11
Vermont,10/9/20,1846,8
Vermont,10/10/20,1857,11
Vermont,10/11/20,1868,11
Vermont,10/12/20,1876,8
Vermont,10/13/20,1886,10
Vermont,10/14/20,1889,3
Vermont,10/15/20,1903,14
Vermont,10/16/20,1915,12
Vermont,10/17/20,1926,11
Vermont,10/18/20,1937,11
Vermont,10/19/20,1946,9
Vermont,10/20/20,1956,10
Vermont,10/21/20,1971,15
Vermont,10/22/20,1987,16
Vermont,10/23/20,2016,29
Vermont,10/24/20,2043,27
Vermont,10/25/20,2073,30
Vermont,10/26/20,2083,10
Vermont,10/27/20,2113,30
Vermont,10/28/20,2120,7
Vermont,10/29/20,2141,21
Vermont,10/30/20,2155,14
Vermont,10/31/20,2179,24
Vermont,11/1/20,2196,17
Vermont,11/2/20,2219,23
Vermont,11/3/20,2237,18
Vermont,11/4/20,2267,30
Vermont,11/5/20,2303,36
